anime,anime_url,anime_img,episodes,votes,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller
GIRLS und PANZER,https://www.crunchyroll.com/girls-und-panzer,https://img1.ak.crunchyroll.com/i/spire2/fcc618e79bb56e87e456a6604040fe451351543013_full.jpg,0,157,707,4.5,5,4,5,36,107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Maoyu,https://www.crunchyroll.com/maoyu,https://img1.ak.crunchyroll.com/i/spire3/f8fac7a1c5cef184eeaff834fc98bcfb1357156029_full.jpg,12,157,683,4.35,2,7,14,45,89,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WorldEnd: What do you do at the end of the world? Are you busy? Will you save us,https://www.crunchyroll.com/worldend-what-do-you-do-at-the-end-of-the-world-are-you-busy-will-you-save-us,https://img1.ak.crunchyroll.com/i/spire1/fe604ed8734e831ceeb0e827c45815971492038534_full.jpg,12,156,724,4.64,2,4,7,22,121,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLASSLIP,https://www.crunchyroll.com/glasslip,https://img1.ak.crunchyroll.com/i/spire1/93f86790998560f5a3dfe2d17fb5ff3b1403820617_full.jpg,13,155,439,2.83,29,48,28,20,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rozen Maiden Zurückspulen,https://www.crunchyroll.com/rozen-maiden-zurckspulen,https://img1.ak.crunchyroll.com/i/spire1/a1bd6226fa984c2224c6ba7e35d849c21372797575_full.jpg,0,155,257,1.66,121,6,5,6,17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Witch Craft Works,https://www.crunchyroll.com/witch-craft-works,https://img1.ak.crunchyroll.com/i/spire3/3361a8826a8a95ec98e320b64962b3541505347682_full.jpg,12,153,662,4.33,3,7,18,34,91,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Flowers of Evil,https://www.crunchyroll.com/flowers-of-evil,https://img1.ak.crunchyroll.com/i/spire2/81b089af2d4affb17c7e01cbf20638561365212516_full.jpg,13,151,640,4.24,14,4,8,31,94,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
given,https://www.crunchyroll.com/given,https://img1.ak.crunchyroll.com/i/spire2/b0ccaf974df65b4a74c0b84f3696ecd41562788869_full.jpg,11,149,723,4.85,2,1,2,7,137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARAKAI JOZU NO TAKAGI-SAN,https://www.crunchyroll.com/karakai-jozu-no-takagi-san,https://img1.ak.crunchyroll.com/i/spire1/0ecc80ed74ddb2c26df3c0c8711cda671515201557_full.jpg,12,149,718,4.82,1,1,0,20,127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Interviews with Monster Girls,https://www.crunchyroll.com/interviews-with-monster-girls,https://img1.ak.crunchyroll.com/i/spire1/bf00bb9314272a29b058894cf331d6ed1483790667_full.jpg,26,149,695,4.66,1,1,8,27,112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Sunday Without God,https://www.crunchyroll.com/sunday-without-god,https://img1.ak.crunchyroll.com/i/spire1/d4e0f7bb37eb53e7c79a355c948d665b1373186751_full.jpg,12,148,657,4.44,2,5,17,26,98,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Lost Village,https://www.crunchyroll.com/the-lost-village,https://img1.ak.crunchyroll.com/i/spire1/0c7a446d4b906b325acf65f78cbe4bd41459543054_full.jpg,12,148,458,3.09,23,27,33,43,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Taboo Tattoo,https://www.crunchyroll.com/taboo-tattoo,https://img1.ak.crunchyroll.com/i/spire2/7b0a1af7b3edf481daff9666590f96a41467608461_full.jpg,12,148,331,2.24,62,35,22,12,17,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
March comes in like a lion,https://www.crunchyroll.com/march-comes-in-like-a-lion,https://img1.ak.crunchyroll.com/i/spire4/6d28a93bd474e377db459f05021f25ff1507942227_full.jpg,45,146,700,4.79,2,4,1,8,131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HINAMATSURI,https://www.crunchyroll.com/hinamatsuri,https://img1.ak.crunchyroll.com/i/spire3/a96c256019920b13cff748e473228d351522977218_full.jpg,12,146,700,4.79,1,3,3,11,128,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Haven’t You Heard? I’m Sakamoto,https://www.crunchyroll.com/havent-you-heard-im-sakamoto,https://img1.ak.crunchyroll.com/i/spire3/c836efd49dded6ba59d4aa9e162222c61531953960_full.jpg,13,145,663,4.57,3,4,7,24,107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Ambition of Oda Nobuna,https://www.crunchyroll.com/the-ambition-of-oda-nobuna,https://img1.ak.crunchyroll.com/i/spire3/630663a7141eab297e4e4f91daf2345b1339706264_full.jpg,12,145,661,4.56,3,2,9,28,103,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLEND-S,https://www.crunchyroll.com/blend-s,https://img1.ak.crunchyroll.com/i/spire4/c15e58f7beaf54646c1ad0bcbb4886ff1507336620_full.jpg,12,144,652,4.53,1,2,18,22,101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Didn't I say to make my abilities average in the next life,https://www.crunchyroll.com/didnt-i-say-to-make-my-abilities-average-in-the-next-life,https://img1.ak.crunchyroll.com/i/spire3/89f652de5eeea32c66b1ce8b8ed321fd1570055637_full.jpg,12,144,548,3.81,13,17,17,35,62,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonari no Seki-kun: The Master of Killing Time,https://www.crunchyroll.com/tonari-no-seki-kun-the-master-of-killing-time,https://img1.ak.crunchyroll.com/i/spire1/38bb57dd62113be9d617e3444caa27d51388427345_full.jpg,21,143,672,4.7,1,0,7,25,110,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Magical Girl Raising Project,https://www.crunchyroll.com/magical-girl-raising-project,https://img1.ak.crunchyroll.com/i/spire2/5e2d98db4c41c552f373441c7ab34de61483472913_full.jpg,12,143,515,3.6,20,14,21,36,52,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEKAKUCITY ACTORS,https://www.crunchyroll.com/mekakucity-actors,https://img1.ak.crunchyroll.com/i/spire4/65bf061d56748adb0057e96f3b6221ac1397156105_full.jpg,12,142,578,4.07,5,13,19,35,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORESUKI Are you the only one who loves me?,https://www.crunchyroll.com/oresuki-are-you-the-only-one-who-loves-me,https://img1.ak.crunchyroll.com/i/spire2/d207626e8baa71938e43965f2fdf9b841569978229_full.jpg,13,141,660,4.68,3,2,6,15,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sound! Euphonium,https://www.crunchyroll.com/sound-euphonium,https://img1.ak.crunchyroll.com/i/spire3/6f75a04362fadee1a5890e8d413d722b1477942259_full.jpg,27,141,655,4.65,2,1,5,29,104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ushio and Tora,https://www.crunchyroll.com/ushio-and-tora,https://img1.ak.crunchyroll.com/i/spire1/153485f765efc8131b7ddc924538d0bd1459362513_full.jpg,39,141,644,4.57,1,3,13,22,102,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Flying Witch,https://www.crunchyroll.com/flying-witch,https://img1.ak.crunchyroll.com/i/spire3/71db9b8dbcbd69284df73b4c1e6ef3df1460066070_full.jpg,12,139,652,4.69,2,3,4,18,112,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Campione!,https://www.crunchyroll.com/campione,https://img1.ak.crunchyroll.com/i/spire3/b875e1859893863a735e70051743c7f61532555393_full.jpg,13,139,607,4.37,5,6,16,18,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brynhildr in the Darkness,https://www.crunchyroll.com/brynhildr-in-the-darkness,https://img1.ak.crunchyroll.com/i/spire4/bcf91aca242a6121922a362ad6077bea1396738971_full.jpg,13,139,544,3.91,5,19,19,36,60,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blade and Soul,https://www.crunchyroll.com/blade-and-soul,https://img1.ak.crunchyroll.com/i/spire4/14b8893e3a46ba0bc9038150be10b4da1396550597_full.jpg,13,138,417,3.02,24,32,29,23,30,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silver Spoon,https://www.crunchyroll.com/silver-spoon,https://img1.ak.crunchyroll.com/i/spire4/797ee6f4f0b43b1a1f96aa380d8fce4d1373187155_full.jpg,22,136,668,4.91,0,0,1,10,125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
You and Me 2,https://www.crunchyroll.com/you-and-me-2,https://img1.ak.crunchyroll.com/i/spire2/9668d567f0eac7c864db0dff024a34271333122773_full.jpg,13,136,643,4.73,4,2,3,9,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kino no Tabi -the Beautiful World- the Animated Series,https://www.crunchyroll.com/kinos-journey-the-beautiful-world-the-animated-series,https://img1.ak.crunchyroll.com/i/spire3/2dea28d9e1164f3dc918df0bff7c4cd41507268536_full.jpg,12,136,617,4.54,3,5,7,22,99,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bakemonogatari,https://www.crunchyroll.com/bakemonogatari,https://img1.ak.crunchyroll.com/i/spire3/2298cd3152d723592023777d5157a5d11347307796_full.jpg,0,135,599,4.44,8,2,9,20,96,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DRAMAtical Murder,https://www.crunchyroll.com/dramatical-murder,https://img1.ak.crunchyroll.com/i/spire1/91c3c07b001931bcdb342bb21b711c581404631762_full.jpg,12,135,538,3.99,8,10,20,35,62,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ace Attorney,https://www.crunchyroll.com/ace-attorney,https://img1.ak.crunchyroll.com/i/spire1/be9da4b43d277a66dc4d6b30b0fc66451539039605_full.jpg,47,134,506,3.78,20,12,12,24,66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yowamushi Pedal,https://www.crunchyroll.com/yowamushi-pedal,https://img1.ak.crunchyroll.com/i/spire1/7a36b97db217210884787b989c48b9eb1412362077_full.jpg,65,133,637,4.79,1,1,1,19,111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Biyou Shounen Celebrity,https://www.crunchyroll.com/biyou-shounen-celebrity,https://img1.ak.crunchyroll.com/i/spire4/811ebf0418542826665e66723f676be31273796248_full.jpg,0,133,634,4.77,3,0,5,9,116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If It's for My Daughter, I'd Even Defeat a Demon Lord",https://www.crunchyroll.com/if-its-for-my-daughter-id-even-defeat-a-demon-lord,https://img1.ak.crunchyroll.com/i/spire1/51e9283b8ebb3d798076c1860a561e9f1562249422_full.jpg,12,133,536,4.03,18,6,8,23,78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tsuredure Children,https://www.crunchyroll.com/tsuredure-children,https://img1.ak.crunchyroll.com/i/spire3/f9f6337b02f4cd45d88036aeeda724781532553378_full.jpg,12,132,609,4.61,1,2,4,33,92,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Fuuka,https://www.crunchyroll.com/fuuka,https://img1.ak.crunchyroll.com/i/spire2/3b86bbf3ad40f36f86df634e138837ca1484112439_full.jpg,12,132,449,3.4,21,22,21,19,49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Phi Brain,https://www.crunchyroll.com/phi-brain,https://img1.ak.crunchyroll.com/i/spire1/17cf628e3cc4ce6cda4eb7bf873911e91334963586_full.jpg,0,131,581,4.44,4,5,11,21,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One-Punch Man,https://www.crunchyroll.com/one-punch-man,https://img1.ak.crunchyroll.com/i/spire2/486f88e5889422c72ab7b12a58f794721554828665_full.jpg,25,127,536,4.22,9,9,9,18,82,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
World Break: Aria of Curse for a Holy Swordsman,https://www.crunchyroll.com/world-break-aria-of-curse-for-a-holy-swordsman,https://img1.ak.crunchyroll.com/i/spire1/a36fca80fc4921ae3526be21f4ae20361420839553_full.jpg,12,125,438,3.5,15,18,25,23,44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Non Non Biyori,https://www.crunchyroll.com/non-non-biyori,https://img1.ak.crunchyroll.com/i/spire1/f24f103a10fd45daab2d4754d2e384b71437527434_full.jpg,24,124,592,4.77,1,1,4,13,105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Kiss Him, Not Me",https://www.crunchyroll.com/kiss-him-not-me,https://img1.ak.crunchyroll.com/i/spire3/d34e93dbf1f415f97abc6d0bcf9530441475826495_full.jpg,12,123,551,4.48,3,4,7,26,83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Sister's All You Need.,https://www.crunchyroll.com/a-sisters-all-you-need,https://img1.ak.crunchyroll.com/i/spire2/280373cfd5d6c270ca614b21b883362c1507939705_full.jpg,12,122,526,4.31,10,2,5,28,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PUNCH LINE,https://www.crunchyroll.com/punch-line,https://img1.ak.crunchyroll.com/i/spire4/32364c0341343859046ed51f004216b41428009679_full.jpg,12,122,520,4.26,7,5,11,25,74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sengoku Collection (Parallel World Samurai),https://www.crunchyroll.com/sengoku-collection-parallel-world-samurai,https://img1.ak.crunchyroll.com/i/spire3/f8e77ffccd87f92a284f83b780c1fd301333469169_full.jpg,26,122,514,4.21,2,6,20,30,64,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHELTER,https://www.crunchyroll.com/shelter,https://img1.ak.crunchyroll.com/i/spire3/3f1ecebbe01737eafee3e861a0e4201e1476790440_full.jpg,0,121,585,4.83,3,0,1,6,111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweetness & lightning,https://www.crunchyroll.com/sweetness-lightning,https://img1.ak.crunchyroll.com/i/spire3/adeebec82242cd8f432f4e244af81a061467608954_full.jpg,12,121,569,4.7,2,1,3,19,96,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Peeping Life,https://www.crunchyroll.com/peeping-life,https://img1.ak.crunchyroll.com/i/spire4/a11f11364d259b90b280c98b3acf91041279149401_full.jpg,0,121,480,3.97,14,8,7,31,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Asobi Asobase - workshop of fun -,https://www.crunchyroll.com/asobi-asobase-workshop-of-fun-,https://img1.ak.crunchyroll.com/i/spire2/6c109728160434e952a2e4ddfec1844c1531041569_full.jpg,12,120,577,4.81,3,1,1,6,109,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Myriad Colors Phantom World,https://www.crunchyroll.com/myriad-colors-phantom-world,https://img1.ak.crunchyroll.com/i/spire3/961d72f6b3825bca53b772996d47eae91452021340_full.jpg,13,120,466,3.88,7,12,18,34,49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ascendance of a Bookworm,https://www.crunchyroll.com/ascendance-of-a-bookworm,https://img1.ak.crunchyroll.com/i/spire1/abb59102f88dba0b083e225db4421ee01569893751_full.jpg,16,119,561,4.71,2,3,4,9,101,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saekano -How to Raise a Boring Girlfriend-,https://www.crunchyroll.com/saekano-how-to-raise-a-boring-girlfriend-,https://img1.ak.crunchyroll.com/i/spire4/30eb07003c901066a9db027399c77ad41420598162_full.jpg,13,119,513,4.31,3,7,8,33,68,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tanaka-kun is Always Listless,https://www.crunchyroll.com/tanaka-kun-is-always-listless,https://img1.ak.crunchyroll.com/i/spire4/83f81ae9ac9b3ff32f03e259cbce3d741460065974_full.jpg,12,118,558,4.73,0,4,1,18,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
How to Keep a Mummy,https://www.crunchyroll.com/how-to-keep-a-mummy,https://img1.ak.crunchyroll.com/i/spire3/7f430180701beef5a7456e15f8dfb3401515660254_full.jpg,12,117,558,4.77,0,3,3,12,99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Love Tyrant,https://www.crunchyroll.com/love-tyrant,https://img1.ak.crunchyroll.com/i/spire1/709f009f655cd4f3e45fe22d5f23b8231491460185_full.jpg,12,117,449,3.84,11,11,17,25,53,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Drifters,https://www.crunchyroll.com/drifters,https://img1.ak.crunchyroll.com/i/spire4/726d45e25fc2f239ccdd753a16742efb1475824870_full.jpg,0,115,530,4.61,4,3,4,12,92,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHIROBAKO,https://www.crunchyroll.com/shirobako,https://img1.ak.crunchyroll.com/i/spire4/eec93e750b6b873f13e04a2c77d57dca1412806442_full.jpg,24,111,538,4.85,0,0,2,13,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
